geog,Population_2010,Population-Aged-60-and-Over_2010,Unemployed_2010,Labor-Force_2010,College-Graduates_2010,People-in-Poverty_2010,Vacant-Homes_2010,Owner-Occupied-Homes_2010,Renter-Occupied-Homes_2010,Total-Occupied-Homes_2010,Population_2015,Population-Aged-60-and-Over_2015,Unemployed_2015,Labor-Force_2015,College-Graduates_2015,People-in-Poverty_2015,Vacant-Homes_2015,Owner-Occupied-Homes_2015,Renter-Occupied-Homes_2015,Total-Occupied-Homes_2015,Population_2020,Population-Aged-60-and-Over_2020,Unemployed_2020,Labor-Force_2020,College-Graduates_2020,People-in-Poverty_2020,Vacant-Homes_2020,Owner-Occupied-Homes_2020,Renter-Occupied-Homes_2020,Total-Occupied-Homes_2020
17043840000,3322,310,35,1618,242,590,117,613,371,984,2744,389,195,1675,357,268,65,495,306,801,2788,452,107,1614,400,249,26,593,279,872
17041952400,3713,565,65,1912,511,523,94,1099,252,1351,3516,730,117,1837,577,472,80,931,400,1331,3677,730,78,1875,401,362,58,861,388,1249
17041952300,5259,867,158,2491,442,426,156,1417,352,1769,5567,982,103,2724,600,305,89,1273,529,1802,5012,1073,34,2303,424,668,241,1300,362,1662
17041952200,4385,979,112,2408,806,321,195,1350,489,1838,4472,1024,211,2392,992,413,278,1465,448,1912,4481,885,76,2584,744,518,189,1317,675,1992
17041952100,4142,854,121,2195,659,366,142,1295,374,1670,3987,1085,104,2008,820,364,146,1330,345,1676,3966,1163,109,2151,709,345,215,1358,331,1689
17041952000,2513,805,92,1210,362,361,177,765,179,944,2284,639,73,1063,417,465,181,722,175,897,2415,968,21,978,346,167,166,931,77,1008
17039971800,4097,832,274,2095,349,353,220,1052,589,1640,3602,760,242,1773,399,854,171,991,568,1559,3546,729,132,1845,417,729,284,889,602,1491
17039971700,3486,936,112,2004,546,320,46,1131,497,1628,3518,852,149,1696,798,420,64,1105,386,1491,3423,996,82,1596,359,291,74,1004,551,1555
17039971600,3899,723,115,1937,689,327,137,1286,169,1455,3760,902,81,2145,895,375,169,1302,144,1446,3730,1150,99,2021,799,128,154,1456,199,1655
17039971500,2505,635,55,1275,451,181,191,887,133,1021,2857,738,93,1623,654,152,140,1057,121,1178,2701,590,31,1406,360,187,158,955,93,1048
17039971400,2685,520,60,1389,450,236,101,822,245,1067,2651,628,105,1499,535,272,138,904,262,1166,2364,737,48,1272,352,259,176,825,158,983
17037002200,7722,21,885,3500,97,562,17,10,341,351,5159,37,898,2646,207,641,55,25,273,298,3674,18,402,2084,165,621,79,17,350,367
17037002100,2454,527,58,1352,482,124,156,709,358,1067,2582,508,188,1527,211,474,57,570,416,986,2093,704,39,1072,284,256,100,489,392,881
17037002000,5016,918,185,2923,834,292,151,1454,419,1873,4803,914,198,2707,866,305,105,1160,509,1669,5239,946,28,2743,581,296,23,1302,368,1670
17037001900,2566,475,122,1297,402,172,47,710,191,901,2414,483,103,1335,521,179,53,690,213,903,2542,688,11,1329,352,95,65,748,186,934
17037001800,4119,965,189,2182,686,152,68,1094,405,1499,3970,800,122,2011,763,483,162,977,445,1422,4231,920,72,2231,676,398,136,1209,329,1538
17037001700,3378,628,189,1957,771,178,2,1140,232,1372,3500,632,151,1869,758,352,101,965,268,1233,3482,687,200,1986,568,320,107,1009,324,1333
17037001600,4221,510,158,2260,765,288,165,1139,225,1364,4433,408,142,2565,1071,308,159,1204,236,1440,4644,833,83,2737,971,373,27,1291,314,1605
17037001500,3747,623,117,2016,859,515,0,1101,446,1547,3767,724,233,2207,611,651,144,1057,446,1503,3891,976,202,2028,444,580,52,1170,378,1548
17037001400,6110,873,285,3765,1629,477,149,1534,682,2216,6714,1048,266,3662,2103,864,232,1551,702,2253,6689,1168,206,3722,2269,1106,53,1656,869,2525
17037001300,5637,534,337,3480,1413,1295,62,873,1587,2460,5626,614,194,3044,1710,1524,434,721,1626,2347,5735,779,361,3353,1146,1243,158,811,1629,2440
17037001004,1948,332,0,0,598,329,108,391,270,661,2375,501,107,1080,705,195,112,402,353,755,2393,621,27,901,677,444,23,440,313,753
17037001003,3779,30,0,0,291,2370,268,0,1568,1568,4197,83,543,2023,433,2517,360,0,1494,1494,3853,123,211,2204,333,1638,439,0,1492,1492
17037001002,5358,57,448,3657,626,3147,348,48,2591,2639,5406,115,513,3934,1008,3535,481,108,2452,2560,6469,123,406,3666,536,3112,406,12,2940,2952
17037000900,4988,810,172,2978,1678,451,133,1371,559,1930,5817,1062,188,2941,1906,1362,127,1326,625,1951,6121,786,361,4130,1687,895,146,1295,862,2157
17037000800,7030,1102,410,3879,1655,926,102,1811,955,2766,6733,1067,298,3325,1776,1436,371,1461,1106,2567,5987,1075,206,3429,1518,888,222,1420,1041,2461
17037000700,4050,621,106,2409,1308,463,77,1197,397,1594,4123,864,195,2341,1576,258,73,1095,551,1646,4047,790,158,2226,1075,321,75,1121,457,1578
17037000600,6024,966,364,3600,1572,425,126,1612,853,2465,5356,1036,244,2965,1691,566,152,1195,936,2131,5542,1071,67,2863,1447,427,84,1311,1016,2327
17037000500,3798,792,111,2307,857,286,63,963,562,1525,4429,893,190,2699,1061,679,27,1167,618,1785,4174,1078,162,2345,944,475,139,1091,646,1737
17037000402,4277,582,0,0,1287,127,53,1319,158,1477,4442,790,139,2473,1445,442,122,1180,258,1438,4766,824,56,2374,1103,454,57,1128,245,1373
17037000401,3921,573,0,0,1178,298,55,1208,347,1555,4265,782,67,2467,1377,492,124,1161,520,1681,4597,1073,62,2419,1327,420,0,1173,480,1653
17037000300,2317,435,87,1190,571,60,111,705,201,906,2728,668,132,1490,678,239,82,869,179,1048,2872,652,39,1537,547,400,124,734,270,1004
17037000200,4754,562,232,2671,765,350,117,1357,256,1613,4766,801,281,2690,838,265,102,1354,305,1659,4958,1040,279,2786,585,735,71,1331,449,1780
17037000100,6812,978,311,3805,926,716,94,1977,499,2476,6740,1439,576,3621,1397,569,105,1564,936,2500,6589,1345,172,3850,774,503,43,1617,891,2508
17035972600,4195,889,149,2229,778,412,363,1217,306,1523,4436,1192,119,2114,914,569,244,1468,292,1760,4476,1218,35,2534,671,393,225,1407,283,1690
17035972500,3398,599,245,1847,487,435,226,992,305,1297,3388,702,156,1708,537,607,145,995,279,1274,3276,822,65,1733,307,423,204,956,306,1262
17035972400,3478,902,132,1730,524,524,157,1113,238,1351,3117,770,117,1501,583,524,159,1013,262,1275,3035,877,33,1531,459,390,221,1069,208,1277
17033880600,3243,642,177,1652,561,438,41,1077,120,1197,3038,789,68,1347,603,379,106,1042,178,1220,3097,771,30,1418,262,257,105,1217,152,1369
17033880500,2596,659,230,1337,471,455,208,887,188,1075,3635,694,137,1330,700,415,118,828,239,1066,4284,748,53,1085,301,178,134,780,187,967
17033880400,4138,777,480,2310,570,1301,205,1034,513,1547,3041,730,123,1502,646,552,325,952,349,1301,2386,627,53,1211,268,256,251,678,469,1147
17033880300,3632,1005,225,1762,743,470,203,1171,433,1604,3506,988,159,1690,984,448,236,1025,467,1492,3196,1117,97,1726,726,543,220,1154,413,1567
17033880200,3325,917,157,1564,507,217,175,1079,193,1272,3462,899,65,1652,866,294,175,1209,201,1410,3413,861,61,1675,284,448,168,1135,362,1497
17033880100,2930,557,139,1674,777,380,82,1038,86,1125,2859,751,55,1455,867,223,63,1017,114,1130,2457,766,39,1180,450,211,98,950,207,1157
17031990000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031980100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17031844700,2384,209,0,0,211,1242,247,173,579,752,1964,305,161,716,207,1011,323,191,425,617,1453,244,165,771,143,282,202,191,451,642
17031844600,1326,246,0,0,165,489,134,31,407,438,1563,415,210,646,223,507,111,110,502,612,2188,394,327,1093,277,157,149,93,557,650
17031843900,3360,672,220,1889,1216,504,533,637,1128,1765,3630,903,329,1738,1129,1034,394,444,1473,1917,3433,888,56,1783,1081,922,257,847,1182,2029
17031843800,2107,210,233,955,239,506,223,290,320,610,1853,225,207,835,147,438,319,290,290,580,1475,330,226,846,172,282,164,294,363,657
17031843700,1979,317,23,1176,935,202,74,515,389,904,2440,244,84,1395,1049,182,70,590,376,966,2376,285,49,1388,1128,140,48,654,335,989
17031843600,2970,361,286,1293,452,747,297,309,901,1210,2639,565,264,1161,604,802,304,264,826,1090,2993,429,191,1723,1015,576,139,288,1185,1473
17031843500,12219,448,76,519,215,538,30,158,144,302,8572,408,44,536,420,256,58,151,146,297,10673,382,41,388,251,366,48,77,152,229
17031843400,1536,163,193,663,156,441,93,251,299,550,1281,361,97,598,139,459,136,234,189,423,1379,516,18,501,40,300,94,143,572,715
17031843300,1439,120,56,554,179,598,115,88,314,402,1848,149,191,776,176,800,126,82,339,421,1713,274,205,827,172,624,114,109,241,350
17031843200,2780,302,182,1548,315,613,113,289,656,945,2538,187,233,1259,342,847,216,250,526,776,2251,439,44,1377,584,283,125,253,684,937
17031843100,2466,267,92,789,222,583,155,138,498,636,1931,253,72,587,232,736,166,135,378,513,1449,265,77,727,233,535,198,54,397,451
17031843000,2998,359,241,961,312,1500,191,178,846,1024,2848,324,264,968,188,1457,228,139,818,957,2494,429,62,808,177,1023,245,186,768,954
17031842900,2477,432,256,798,244,1487,158,142,983,1125,2412,467,270,1093,350,1017,62,181,1022,1203,2711,550,105,1353,594,1159,69,272,1044,1316
17031842800,7542,519,477,3412,506,2207,238,787,1172,1959,7446,903,429,3046,257,2828,311,892,1100,1992,6916,936,94,2812,413,1984,263,865,1122,1987
17031842600,4365,433,213,2162,718,946,320,781,559,1340,4852,617,425,2581,682,879,240,771,659,1430,4155,743,85,2187,736,462,214,805,693,1498
17031842500,2603,168,165,890,124,1568,155,127,703,830,2286,154,260,657,99,1562,79,62,759,821,2145,177,233,691,88,1166,70,55,811,866
17031842400,3766,713,461,1842,617,1063,31,839,651,1490,3102,849,272,1494,845,635,169,835,468,1303,3098,978,206,1156,752,733,169,925,479,1404
17031842300,2850,265,251,2272,1594,185,63,912,658,1570,3754,175,149,2749,2403,528,159,768,808,1576,3123,323,188,2359,2047,233,110,826,661,1487
17031842200,2662,260,156,1507,903,971,246,400,826,1226,2614,528,43,1863,1672,355,172,698,990,1688,3619,461,101,2558,2100,255,139,724,1385,2109
17031842100,5824,935,281,2313,314,2218,503,788,1043,1831,7111,1235,715,3179,666,2198,189,1165,975,2140,7608,1009,341,3426,344,2068,108,1005,1072,2077
17031842000,3438,486,134,1418,540,324,166,254,163,417,2999,622,102,1012,451,168,46,260,85,345,3145,666,59,981,527,251,22,252,93,345
17031841900,5077,173,731,3326,2046,1123,215,1079,446,1525,6158,264,380,3633,2331,476,104,1037,607,1644,6391,543,431,3389,2116,580,156,1093,519,1612
17031841800,3186,581,204,1166,612,1456,198,523,509,1032,2599,423,362,1072,295,815,299,347,549,896,2502,430,161,1009,351,848,212,434,478,912
17031841700,1154,422,74,455,154,372,215,121,463,584,1607,453,98,611,115,675,182,158,545,703,1444,382,61,424,131,666,225,136,493,629
17031841500,2342,181,168,812,118,1009,443,132,646,778,3029,346,292,964,225,1744,320,152,740,892,2369,242,224,969,244,1109,300,216,580,796
17031841300,5097,539,320,2481,444,1313,362,525,1042,1567,4017,452,251,2070,652,1212,337,442,977,1419,4299,582,205,2576,1012,788,96,822,914,1736
17031841200,4946,531,292,2471,624,1555,480,510,979,1489,5651,390,325,2687,570,1888,263,420,1205,1625,4682,670,102,2508,1002,615,214,307,1293,1600
17031841100,6970,1750,414,3559,1156,2072,259,1235,1285,2520,7673,1938,538,3884,1507,2836,235,1110,1589,2699,7165,2219,129,3481,1724,1831,134,1220,1585,2805
17031841000,937,100,127,418,174,497,449,113,281,394,736,232,38,456,428,119,64,222,240,462,1025,236,3,650,555,227,39,310,307,617
17031840800,3386,162,175,1484,114,1155,158,284,548,832,3211,214,208,1413,194,1218,164,300,587,887,3243,264,135,1403,184,1208,79,340,461,801
17031840700,2914,255,238,1537,261,1029,395,228,620,848,4272,366,300,1987,314,1960,187,353,849,1202,3508,566,76,1893,729,694,156,467,559,1026
17031840400,3251,703,276,1737,448,769,116,755,357,1112,3327,532,199,1642,760,1155,86,662,503,1165,3153,741,105,1791,659,445,4,806,317,1123
17031840300,4085,418,240,1882,233,822,136,680,449,1129,4025,560,262,2007,525,1073,112,779,390,1169,3618,546,167,1960,511,388,153,833,337,1170
17031840200,2084,423,145,1225,403,275,119,578,191,769,2580,533,148,1377,518,509,82,422,399,821,2190,664,32,1047,433,432,20,514,255,769
17031840100,2716,392,210,1549,367,620,181,385,609,994,2639,431,245,1448,382,589,162,345,581,926,3303,596,148,1813,745,384,27,582,580,1162
17031840000,2630,526,54,1188,818,291,55,672,370,1042,2758,466,184,1501,759,471,52,692,300,992,2502,608,45,1434,756,400,24,590,374,964
17031839900,3529,700,106,1882,625,352,314,865,637,1502,3985,827,243,2272,1080,711,224,985,662,1647,4471,925,145,2763,1596,392,92,1103,928,2031
17031839800,3016,414,170,1892,708,382,53,441,760,1201,2810,673,63,1583,924,408,64,398,772,1170,2667,560,92,1535,921,444,137,368,648,1016
17031839700,4989,694,410,2597,950,1275,286,901,813,1714,5053,714,274,2635,1280,1356,159,879,1042,1921,4752,852,162,2515,1561,630,138,996,830,1826
17031839600,1903,670,137,854,553,161,132,349,484,833,1746,597,140,827,587,445,139,309,544,853,1688,666,59,764,378,424,163,373,517,890
17031839500,1658,612,103,786,577,353,154,309,556,865,1304,470,28,566,547,318,246,271,393,664,1588,538,36,630,525,329,132,357,393,750
17031839200,2438,509,150,1383,721,383,380,659,744,1403,2517,582,222,1403,977,657,196,489,983,1472,2434,686,140,1375,900,590,194,537,819,1356
17031839100,2962,206,38,1844,1428,368,489,637,850,1487,5704,458,265,3723,2813,751,631,928,1815,2743,7916,252,212,5864,4764,680,724,1280,2914,4194
17031839000,5499,859,170,3566,3265,664,522,1761,1172,2933,8848,865,246,6400,5503,1806,463,1918,2697,4615,10026,958,628,7447,6239,1050,783,1787,3857,5644
17031838800,3239,440,114,1301,107,1144,317,464,530,994,3525,598,365,1337,218,1709,154,365,763,1128,3033,571,100,1180,208,1177,166,373,726,1099
17031838700,3742,591,218,1176,193,1592,671,296,952,1248,4736,453,463,1449,288,2579,505,211,1242,1453,3932,634,268,1591,287,1520,415,380,1132,1512
17031838600,1612,82,88,463,93,832,160,61,396,457,1374,138,73,235,63,736,196,29,425,454,1735,301,90,604,26,790,39,23,612,635
17031838300,1300,93,38,774,439,467,249,0,487,487,1448,206,78,800,620,458,107,140,479,619,1869,215,20,1302,975,183,118,211,697,908
17031838200,1495,204,47,624,532,257,21,237,215,452,1969,102,57,859,592,377,54,180,232,412,2200,208,106,947,575,159,15,203,193,396
17031838100,1866,463,20,1039,800,495,356,179,935,1114,1868,465,201,999,705,603,174,138,1062,1200,1589,435,65,784,530,648,283,184,810,994
17031838000,2664,592,211,1079,547,1244,191,347,890,1237,2928,464,260,1438,770,1333,86,264,1013,1277,2201,517,97,1091,490,685,200,316,959,1275
17031837800,2654,189,226,1260,398,566,193,200,711,911,3472,266,417,1892,914,1099,131,253,849,1102,2409,379,111,1207,751,667,253,136,895,1031
17031837400,1827,167,121,641,116,801,308,155,433,588,2062,247,283,920,237,1063,185,120,549,669,2199,341,187,943,215,1018,182,148,526,674
17031837300,2257,236,113,715,286,704,291,178,389,567,2138,249,126,667,244,651,192,276,378,654,2688,403,144,1021,236,1312,116,227,686,913
17031837100,2052,361,149,746,299,645,245,435,362,797,1996,409,133,870,328,517,61,211,595,806,1349,368,129,575,262,435,118,224,450,674
17031837000,2229,288,86,842,255,1037,215,153,690,843,2244,195,155,765,308,1104,130,198,609,807,1672,225,187,815,355,607,191,199,549,748
17031836900,1583,116,53,628,189,737,175,144,320,464,1500,160,108,510,165,615,145,132,339,471,1120,72,75,462,175,526,96,75,367,442
17031836800,2644,377,210,893,148,1327,262,189,651,840,2475,402,85,583,224,1439,209,172,822,994,2149,221,207,845,153,1559,222,139,672,811
17031836700,2695,214,50,576,129,1262,97,200,665,865,2194,222,130,901,252,744,195,213,519,732,2337,423,104,1251,313,629,97,321,720,1041
17031836600,3053,294,118,1089,204,1393,204,301,632,933,2683,267,97,1179,615,549,223,325,668,993,2044,322,61,1266,566,317,209,234,613,847
17031836500,1661,132,199,745,107,501,51,67,514,581,1573,191,192,745,185,543,64,62,564,626,1791,244,151,990,433,281,46,120,626,746
17031836400,3223,506,329,1531,948,985,175,449,1046,1495,3305,547,279,1753,970,864,207,482,1048,1530,3726,569,438,1952,975,1241,119,579,1193,1772
17031836300,1176,217,106,645,515,391,265,255,274,529,1591,200,69,884,637,211,94,247,407,654,1478,322,143,987,663,490,103,179,467,646
17031836200,1256,51,41,436,233,203,110,77,94,171,1756,24,104,602,167,69,113,67,43,110,1517,69,32,378,193,56,24,64,45,109
17031836100,1849,182,167,888,215,664,246,254,445,699,1867,243,243,892,270,796,218,120,561,681,1834,298,108,689,276,944,180,131,641,772
17031836000,2225,274,228,1178,577,571,317,433,465,898,2482,256,277,1319,664,829,165,490,440,930,2950,384,256,1688,795,766,159,534,504,1038
17031835800,1389,113,186,818,499,472,257,323,248,571,1662,165,181,885,459,601,184,236,405,641,1798,210,181,1077,527,417,65,321,378,699
17031835600,1174,157,266,472,137,464,196,164,241,405,1020,266,149,394,103,303,197,187,169,356,793,380,72,255,24,288,168,69,384,453
17031835500,1886,355,221,745,101,961,292,226,488,714,1437,462,168,607,200,511,236,178,526,704,1356,434,111,475,129,752,245,167,513,680
17031835200,1697,350,41,835,213,65,27,464,168,632,1814,331,99,918,230,321,86,364,231,595,1922,448,127,1065,238,147,26,427,206,633
17031835100,5629,400,331,2487,305,660,169,739,514,1253,5585,424,710,2724,320,1400,152,831,522,1353,4903,665,253,2365,175,883,214,740,520,1260
17031835000,5996,701,167,2170,469,2255,640,626,1062,1688,5908,780,738,2519,508,2282,536,549,1165,1714,5496,1133,567,2376,180,1621,192,717,1179,1896
17031834900,2444,452,310,837,127,1203,217,226,637,863,2326,587,250,757,158,1103,177,282,544,826,1348,432,114,422,138,736,284,114,573,687
17031834800,2194,483,147,781,136,924,387,245,554,799,1458,353,198,529,116,665,460,198,382,580,1692,454,178,693,196,639,335,128,583,711
17031834700,2477,336,123,810,83,672,314,323,404,727,2042,381,207,692,194,1149,453,182,415,597,1130,296,145,481,63,421,440,191,388,579
17031834600,4012,519,279,1234,280,1898,502,461,860,1321,2885,403,479,1092,174,1205,615,231,635,866,1683,560,146,709,49,603,348,169,642,811
17031834500,1495,148,184,558,177,560,204,123,371,494,1520,141,185,550,211,726,198,120,383,503,1079,119,55,516,53,244,214,33,391,424
17031834400,3008,551,163,1471,965,462,589,659,722,1381,4276,672,314,1817,1023,1248,274,591,1024,1615,4570,799,284,2435,987,847,214,633,1245,1878
17031834300,6404,1415,547,3047,1594,1285,277,1790,765,2555,5988,1634,534,2734,1292,1335,454,1505,865,2370,6294,1947,567,3064,1723,1391,404,1891,703,2594
17031834200,4832,999,475,2434,1141,888,588,764,1249,2013,4375,976,444,2167,1007,1604,599,502,1372,1874,4674,831,251,2091,798,766,759,818,1049,1867
17031834000,3572,590,158,1606,525,728,192,370,987,1357,3063,526,299,1388,423,771,437,179,876,1055,3187,571,200,1536,335,739,280,154,956,1110
17031833900,2285,357,249,947,152,980,432,259,504,763,2433,325,203,1023,192,1111,397,268,437,705,2696,319,241,1168,182,961,254,162,645,807
17031833300,1923,268,108,1230,757,675,122,331,567,898,2634,362,152,1569,799,1048,119,368,535,903,2850,261,152,1617,1038,1153,173,347,690,1037
17031833100,6057,582,206,4517,4072,866,280,2249,1026,3275,7547,750,212,5068,5165,940,183,2530,1327,3857,7573,638,96,5557,5040,470,306,2419,1588,4007
17031833000,2970,234,251,2002,1658,813,94,904,478,1382,2895,268,104,2293,2130,290,294,770,856,1626,4686,282,371,3402,3136,476,215,826,1719,2545
17031832900,2392,240,43,1238,1288,712,94,337,855,1192,2613,233,127,1799,1063,1040,103,349,640,989,1926,169,109,1292,1049,600,161,204,516,720
17031832600,4053,265,63,2741,2505,280,29,1252,662,1914,3971,312,77,2954,2784,296,105,933,883,1816,4022,371,111,2660,2492,264,250,907,676,1583
17031832500,3507,485,98,1901,1550,1076,116,707,788,1495,3824,511,190,2116,1705,609,95,643,729,1372,3192,510,25,1924,1543,338,139,659,696,1355
17031832400,3831,212,132,2236,1209,1348,96,592,675,1267,3087,338,81,2124,1418,273,173,673,543,1216,3206,239,70,2305,1931,242,236,716,681,1397
17031832300,2316,176,50,1580,1255,86,70,423,580,1003,1963,95,27,1365,1286,166,94,373,479,852,1950,128,32,1440,1180,113,83,400,554,954
17031832200,3135,256,166,2375,1629,446,105,619,940,1559,3466,147,67,2478,2138,173,108,591,948,1539,3031,175,41,2233,1933,211,140,539,951,1490
17031832100,3505,154,216,2621,1697,562,197,607,1168,1775,3136,162,99,2454,1477,658,199,411,1343,1754,3590,133,86,2643,1812,600,135,415,1408,1823
17031832000,2057,119,54,1616,994,202,46,469,484,953,2012,53,87,1568,1204,474,37,342,534,876,1698,54,74,1412,1015,151,143,357,532,889
17031831900,2908,208,74,1876,1917,64,182,615,699,1314,2681,152,34,2063,1882,156,223,556,720,1276,3384,335,36,2511,2042,297,160,619,845,1464
17031831800,7199,909,317,3595,1746,1071,202,950,1236,2186,6327,704,254,3583,2235,1088,280,889,1196,2085,6252,1297,180,3522,1907,727,386,1087,1303,2390
17031831700,2577,223,194,1637,536,86,53,444,319,763,2284,271,139,1342,649,481,39,403,349,752,2238,571,106,1208,549,311,50,406,480,886
17031831600,6848,1353,456,3643,972,963,271,1175,1170,2345,7187,1139,459,3266,844,1174,314,1105,1277,2382,8052,1786,163,3916,698,288,210,1313,1114,2427
17031831500,4095,431,195,2190,682,559,54,750,487,1237,3541,395,125,1962,630,313,191,840,322,1162,3838,654,108,2036,669,336,131,791,532,1323
17031831400,3218,674,163,1188,459,1363,124,282,780,1062,2826,549,129,1134,458,570,116,385,615,1000,2820,592,70,1029,325,608,125,463,558,1021
17031831300,1282,331,106,645,135,389,39,296,98,394,1045,153,50,472,93,181,21,202,173,375,908,310,47,450,141,245,39,170,158,328
17031831200,4931,530,378,2403,267,1501,205,580,779,1359,4932,625,230,2593,452,1204,253,516,820,1336,4810,893,142,2435,534,482,185,688,829,1517
17031831100,6959,804,368,4172,1389,788,254,1208,1415,2623,8506,1082,246,4157,1550,1435,214,1110,1597,2707,7780,1079,219,4664,2004,648,311,1242,1432,2674
17031831000,2242,62,73,1759,1653,88,60,685,471,1156,2284,124,61,1684,1570,8,36,710,396,1106,2116,245,89,1567,1488,30,128,650,350,1000
17031830900,2854,212,108,1874,1128,531,129,551,693,1244,3051,300,45,2066,1554,185,116,705,542,1247,2754,242,19,2120,1544,81,124,547,710,1257
17031830800,2202,131,97,1832,1234,126,69,188,1201,1389,2531,108,104,1980,1535,168,0,256,1196,1452,2638,190,169,2137,1648,110,64,242,1221,1463
17031830700,3044,332,267,2131,1426,718,256,570,1136,1706,3523,482,351,2342,1463,1260,280,550,1154,1704,4148,592,107,2633,1504,982,141,536,1386,1922
17031830600,4651,373,108,2771,1318,1008,425,623,1209,1832,4625,374,222,2805,1381,1118,400,556,1274,1830,4923,380,237,3269,1490,898,158,470,1602,2072
17031830500,4489,356,237,2218,175,681,284,663,316,979,4389,675,289,2116,301,1015,225,750,339,1089,3910,705,91,1487,159,765,95,752,285,1037
17031830400,4343,692,284,2118,990,588,183,1486,242,1728,4591,720,367,2235,905,794,303,1130,439,1569,3992,777,257,2148,721,476,286,986,573,1559
17031830300,4578,978,230,2634,960,774,399,1190,1129,2319,4707,1149,557,2293,1111,1325,307,805,1500,2305,4536,1168,347,2281,1031,437,257,888,1249,2137
17031830202,3646,435,167,1786,945,701,53,948,187,1135,3649,628,151,1730,1057,803,45,891,204,1095,3491,668,112,1607,969,643,95,829,306,1135
17031830201,5099,909,301,3056,1408,286,224,1188,1136,2324,5819,1012,407,3114,1897,1245,104,1141,1343,2484,4963,1395,386,2971,862,619,192,926,1349,2275
17031830100,3510,581,145,1687,939,202,85,1025,86,1111,3113,660,292,1653,908,426,82,918,115,1033,3433,722,55,1672,554,251,99,774,219,993
17031830008,4735,643,209,2460,1217,174,144,1457,121,1578,4495,661,357,2470,1314,265,214,1313,181,1494,4601,778,180,2539,933,249,52,1390,120,1510
17031830007,4460,556,528,2406,738,859,222,983,582,1565,4863,957,443,2430,1011,1130,288,881,796,1677,4973,759,453,2418,728,877,104,860,1072,1932
17031830006,2461,457,169,1342,588,301,50,636,393,1029,2276,462,143,1132,690,209,115,681,318,999,2901,912,160,1473,550,353,127,779,530,1309
17031830005,3925,1462,140,1749,1661,244,166,1339,257,1596,4238,1521,191,2079,2209,169,259,1455,308,1763,4143,1570,155,1861,1403,378,184,1415,293,1708
17031830004,6406,1434,289,3375,1962,353,205,1996,274,2270,7711,1586,545,4274,2099,750,185,2041,294,2335,6613,1723,271,3547,1651,602,316,1877,566,2443
17031830003,7624,1038,408,3989,2109,545,96,2345,350,2695,7564,1465,887,4325,2345,1151,227,2028,444,2472,8436,1654,452,4427,2518,1386,170,2455,526,2981
17031830001,2005,1156,59,827,255,154,47,1100,48,1148,2104,1197,132,1062,396,228,80,978,119,1097,2366,1177,64,1230,330,320,75,982,268,1250
17031829904,3749,1240,0,0,1249,116,74,1672,77,1749,3830,1783,172,1999,1440,198,127,1944,99,2043,4786,1477,206,2175,1783,90,28,1870,68,1938
17031829903,4858,1098,0,0,1221,536,300,1510,204,1714,5233,945,524,2631,805,798,195,1232,416,1648,4336,1117,397,2278,1054,640,186,1373,313,1686
17031829902,6353,1248,424,3321,2370,325,196,2226,206,2432,6415,1402,370,3123,2442,456,294,2110,357,2467,6890,1505,598,3426,2171,1060,141,2182,198,2380
17031829800,6550,1365,292,3432,2780,200,103,2355,151,2506,6628,1824,322,3519,3151,317,81,2218,326,2544,5399,1277,92,2663,2108,171,161,1813,220,2033
17031829700,4206,660,458,1826,449,1478,234,757,583,1340,4417,696,590,1926,650,1369,290,829,782,1611,4131,1005,298,1861,375,1139,326,907,498,1405
17031829600,2848,515,91,1459,332,130,42,874,240,1114,2872,549,171,1636,310,345,172,876,264,1140,2856,815,123,1341,236,299,115,963,224,1187
17031829500,4073,836,290,1763,420,744,88,928,487,1415,4150,746,371,1943,471,769,189,1028,428,1456,4042,973,119,1626,286,736,117,1067,493,1560
17031829402,3379,650,247,1922,683,415,144,1005,498,1503,3360,718,176,1616,715,485,142,1053,292,1345,3231,836,178,1702,491,567,136,941,567,1508
17031829401,1483,343,272,643,95,563,100,338,140,478,1339,278,179,552,171,642,104,301,142,443,965,207,88,434,54,347,153,248,65,313
17031829302,3737,452,387,1527,502,996,323,589,609,1198,4415,622,533,1809,351,1547,296,453,846,1299,3854,668,224,1963,215,1559,146,469,689,1158
17031829301,4076,804,143,1833,917,797,189,1136,211,1347,3685,929,280,1926,905,550,133,1291,178,1469,4273,996,236,2027,922,275,107,1341,115,1456
17031829200,5903,714,383,2721,591,1142,292,1213,637,1850,5904,739,313,2937,627,1388,312,1272,774,2046,5733,1122,272,2311,549,1538,383,1308,551,1859
17031829100,3321,609,97,1377,157,990,479,546,646,1192,3683,630,246,1534,172,1493,454,488,719,1207,3693,788,219,1574,205,1191,268,563,718,1281
17031829000,1793,165,130,393,17,1175,141,95,417,512,1312,242,207,448,40,832,226,96,356,452,1305,237,198,529,69,505,157,153,311,464
17031828900,3936,428,229,1693,320,955,229,809,481,1290,3373,326,263,1643,373,1197,311,563,716,1279,3659,421,305,1951,345,939,228,517,605,1122
